quadro,x_cm,y_cm
1569,33.2,25.18
1570,17.47,20.41
1571,20.38,26.7
1572,17.22,26.87
1573,20.2,23.8
1574,29.35,26.57
1575,3.14,21.57
1576,41.54,35.91
1577,22.22,30.54
1578,10.97,36.01
1579,22.04,26.75
1580,16.83,36.7
1581,16.51,27.22
1582,40.17,6.12
1583,3.95,23.97
1584,21.73,27.35
1585,21.11,13.17
1586,18.02,1.98
1587,6.51,16.52
1588,21.69,24.48
1589,36.25,38.35
1590,11.17,29.68
1591,9.89,28.67
1592,5.65,29.17
1593,13.2,24.23
1594,21.38,28.58
1595,41.6,22.12
1596,8.5,25.1
1597,41.27,10.32
1598,41.17,3.14
1599,2.91,3.28
1600,24.0,28.18
1601,17.24,36.03
1602,41.83,15.94
1603,11.23,14.48
1604,7.24,8.88
1605,38.31,11.38
1606,21.09,27.28
1607,14.46,17.93
1608,15.31,27.21
1609,12.69,34.86
1610,4.43,28.44
1611,9.26,35.69
1612,37.12,13.8
1613,32.5,36.76
1614,46.45,31.24
1618,2.33,3.88
1619,3.08,9.85
1620,13.73,34.53
1621,15.79,36.2
1622,2.87,7.68
1623,10.66,5.04
1624,22.42,37.71
1625,38.16,6.38
1626,24.0,27.26
1627,24.0,27.16
1628,16.33,23.38
1629,30.52,14.08
1630,24.0,29.83
1631,19.19,26.09
1632,17.44,26.79
1633,12.69,18.15
1634,7.86,4.79
1635,19.57,37.5
1636,23.16,23.91
1637,11.67,25.65
1638,8.33,11.14
1639,22.3,25.53
1640,35.47,29.57
1641,18.33,32.17
1642,11.56,10.49
1643,24.0,37.5
1644,9.86,11.24
1645,16.24,25.11
1646,24.0,32.08
1647,12.57,3.68
1650,7.9,30.83
1651,38.94,7.5
1652,9.74,10.7
1653,18.4,17.04
1654,2.75,4.94
1657,20.79,26.43
1658,12.28,13.93
1659,10.39,12.58
1660,6.5,37.08
1661,10.07,36.3
1662,8.19,8.79
1663,2.74,24.42
1666,18.13,34.13
1667,3.04,19.14
1668,38.85,31.06
1669,5.38,35.35
1670,11.72,33.09
1673,10.76,32.21
1674,21.58,25.56
1675,18.34,26.85
1676,24.0,28.38
1677,26.56,5.35
1678,11.96,34.36
1679,34.16,36.45
1680,5.55,28.72
1681,24.0,37.36
1682,13.68,32.39
1683,37.4,4.98
1684,47.93,34.64
1685,33.16,13.38
1686,45.57,10.06
1687,8.8,15.04
1688,9.19,34.32
1689,9.77,27.88
1690,40.95,5.78
1691,4.61,9.66
1692,9.97,33.1
1693,10.19,24.96
1697,22.3,31.19
1698,21.66,17.55
1699,41.67,22.56
1700,7.86,24.23
1703,10.29,26.85
1704,18.9,13.94
1705,24.0,32.74
1706,22.98,19.99
1707,10.48,29.94
1708,8.83,36.91
1709,16.35,2.34
1710,13.49,9.17
1713,16.45,26.05
1714,21.78,25.33
1715,32.8,13.18
1716,4.46,30.97
1717,32.57,31.81
1718,16.06,25.95
1719,33.14,3.0
1720,23.35,30.92
1721,15.78,27.07
1722,7.26,24.28
1723,3.37,17.51
1724,16.11,30.42
1725,7.08,14.27
1726,29.78,9.55
1727,15.46,34.48
1728,20.63,22.37
1729,28.49,31.9
1730,5.72,14.89
1731,22.71,26.38
1732,36.41,14.14
1733,4.74,16.29
1734,36.93,7.36
1735,6.29,25.4
1736,17.97,24.52
1740,24.0,36.28
1741,3.59,34.31
1742,45.53,2.63
1743,4.21,6.89
1744,36.8,25.97
1745,3.14,6.36
1746,1.6,8.17
1747,14.61,5.83
1748,5.88,38.29
1751,2.18,5.17
1752,5.94,35.19
1753,20.28,30.38
1754,12.34,25.73
1755,17.76,24.72
1756,3.64,33.75
1757,19.92,24.07
1758,8.62,32.52
1759,7.34,14.55
1760,22.75,26.96
1761,24.0,37.28
1762,24.0,38.14
1763,20.86,27.47
1764,18.62,29.72
1765,11.53,10.01
1766,38.45,11.57
1767,16.49,23.53
1768,24.0,36.28
1769,3.19,5.07
1770,22.37,25.66
1771,1.66,2.55
1772,10.99,31.66
1773,3.38,11.08
1774,10.02,27.29
1775,2.48,12.41
1776,21.81,32.17
1777,16.45,24.69
1778,6.1,16.45
1779,3.53,5.5
1780,4.42,18.0
1781,2.71,15.34
1782,2.9,15.47
1783,3.8,7.74
1784,13.21,37.72
1785,20.43,26.51
1786,36.22,9.16
1787,17.5,25.66
1788,13.23,13.14
1789,5.19,39.18
1790,22.15,27.57
1791,27.74,33.28
1792,16.11,25.32
1793,3.82,14.01
1794,41.34,33.59
1795,4.65,35.97
1796,17.58,25.98
1797,15.75,15.68
1798,20.86,27.27
1799,46.35,38.14
1800,6.14,31.68
1801,8.87,17.05
1802,11.97,18.22
1803,42.98,27.95
1804,8.99,31.69
1805,12.83,36.13
1806,12.04,27.44
1807,26.24,37.77
1808,20.31,26.01
1809,5.11,37.53
1810,36.23,37.74
1813,27.96,32.11
1814,24.0,32.16
1815,15.38,23.97
1816,41.13,34.16
1817,16.2,21.63
1818,11.25,25.34
1819,24.0,28.44
1820,13.54,3.98
1821,9.4,38.19
1822,10.82,15.54
1823,8.99,16.51
1824,12.3,27.82
1825,10.55,29.55
1826,37.52,7.12
1827,8.08,13.82
1828,44.33,14.67
1829,19.73,25.52
1830,40.23,34.57
1831,34.93,15.27
1832,14.94,34.68
1833,5.03,24.88
1834,43.22,12.34
1835,33.54,21.02
1836,18.79,25.55
1839,12.98,19.19
1840,6.78,11.41
1844,16.13,23.66
1845,22.69,24.67
1846,24.0,29.82
1847,9.05,39.4
1848,12.96,26.87
1849,16.87,26.46
1850,5.2,6.97
1851,24.0,38.05
1852,11.49,15.45
1853,15.86,24.91
1854,19.4,24.39
1855,23.36,6.85
1856,7.02,29.05
1857,9.98,33.66
1861,42.7,9.63
1862,24.0,31.93
1863,29.96,37.54
1867,22.19,25.25
1868,33.73,27.99
1869,21.53,30.1
1870,25.95,31.17
1871,38.56,15.53
1872,4.68,17.93
1873,18.48,23.29
1876,4.34,21.29
1877,16.37,29.32
1878,28.62,26.99
