quadro,x_cm,y_cm
1557,32.57,11.25
1558,35.48,10.19
1559,37.57,9.63
1560,19.96,24.97
1561,34.71,24.95
1564,2.0,23.53
1565,17.32,25.43
1566,26.0,32.79
1567,17.23,1.84
1568,35.55,13.65
1569,23.6,25.96
1570,38.81,25.85
1571,36.44,35.3
1572,33.56,11.5
1573,10.98,6.22
1574,38.2,27.64
1575,23.74,30.11
1576,7.57,27.99
1577,24.49,23.33
1578,40.36,23.5
1579,38.28,31.67
1580,14.94,30.82
1581,7.54,26.75
1582,21.87,26.71
1583,43.08,17.03
1584,26.0,25.05
1585,20.73,25.53
1586,43.05,38.11
1587,25.12,15.83
1588,24.0,3.29
1589,43.26,38.55
1590,8.86,11.69
1591,21.08,24.77
1592,11.67,13.49
1593,19.99,24.91
1594,40.4,23.33
1595,15.85,13.97
1596,10.68,13.44
1597,8.6,21.13
1598,27.95,29.66
1599,10.61,28.79
1600,40.58,3.6
1601,26.0,34.5
1602,9.21,26.25
1603,18.79,21.55
1604,4.01,18.2
1605,44.12,13.38
1606,45.16,39.02
1607,13.0,8.82
1608,6.53,26.81
1609,17.33,33.21
1610,35.81,30.2
1611,39.28,10.47
1616,18.74,17.97
1621,19.0,25.52
1622,39.8,10.5
1623,8.89,35.31
1624,34.86,7.3
1625,17.84,23.04
1626,19.05,22.52
1627,7.09,1.63
1628,33.32,8.02
1629,21.98,25.7
1630,21.61,28.96
1631,6.67,7.82
1632,18.81,23.84
1633,26.0,26.06
1634,32.22,29.11
1635,16.29,28.0
1636,26.0,38.37
1637,26.52,22.74
1638,24.18,36.53
1639,39.19,25.16
1640,10.52,25.91
1641,14.1,21.13
1642,19.53,36.41
1643,24.25,30.43
1646,44.56,29.9
1647,36.99,33.7
1648,4.27,4.44
1649,10.69,36.1
1650,30.52,23.94
1651,28.13,27.49
1652,19.55,35.2
1653,24.94,22.26
1657,38.61,37.0
1658,37.6,35.86
1659,21.3,23.13
1660,9.72,11.57
1661,39.29,34.76
1662,12.45,26.49
1663,6.26,29.61
1664,13.94,38.16
1665,24.67,25.29
1666,39.62,35.34
1667,37.57,36.06
1668,23.47,38.01
1669,35.31,32.38
1670,42.61,34.13
1671,26.0,37.19
1672,23.14,23.28
1673,3.13,27.55
1674,43.24,29.35
1675,16.4,27.76
1676,20.43,26.04
1677,37.13,11.23
1678,22.81,29.7
1679,26.0,27.33
1680,3.75,7.39
1681,35.42,0.62
1682,4.89,32.05
1683,12.83,4.69
1684,42.31,32.46
1685,39.16,10.46
1686,17.94,24.89
1687,26.0,26.34
1688,35.86,6.46
1692,28.46,37.89
1693,24.95,20.55
1694,0.21,22.37
1697,44.16,27.28
1698,36.81,34.94
1699,23.66,23.22
1700,5.2,18.78
1701,26.0,37.97
1702,9.73,8.98
1703,26.0,24.94
1704,7.87,10.41
1705,39.02,18.25
1706,44.38,6.25
1707,4.45,24.47
1708,40.23,24.73
1709,26.0,36.74
1710,8.56,31.76
1711,30.09,15.73
1712,27.64,18.9
1713,30.47,27.71
1714,5.62,39.4
1715,22.82,24.88
1716,5.66,17.49
1717,41.59,11.55
1718,18.07,5.78
1719,26.66,24.68
1720,35.42,15.39
1721,34.3,19.42
1725,16.39,37.37
1726,0.64,3.37
1727,26.0,31.07
1728,26.71,38.52
1729,7.94,3.79
1730,45.35,19.62
1731,7.65,38.45
1734,37.66,35.9
1735,13.54,12.9
1736,18.28,30.19
1737,13.9,27.53
1738,5.87,15.34
1739,29.88,25.26
1740,16.45,23.76
1741,5.68,11.57
1742,3.38,16.1
1743,19.17,26.03
1744,23.2,35.16
1745,11.91,38.36
1746,3.7,34.54
1747,11.93,26.52
1748,19.63,26.05
1749,4.34,3.07
1750,11.72,3.07
1751,44.44,27.57
1752,24.3,17.43
1753,6.74,30.37
1754,26.0,27.64
1755,38.65,31.88
1756,20.91,26.23
1757,20.71,26.95
1760,12.15,8.37
1761,39.99,13.86
1762,12.67,3.8
1763,22.29,24.09
1764,32.35,23.68
1765,19.54,25.5
1766,26.0,32.72
1769,17.88,23.71
1770,35.87,15.55
1771,22.29,28.17
1772,8.7,6.17
1773,7.65,26.57
1774,41.01,11.31
1775,10.82,24.23
1776,26.0,25.66
1777,26.0,36.22
1778,42.02,9.34
1779,16.46,29.63
1780,37.68,4.02
1781,42.94,23.16
1782,21.26,15.64
1783,17.11,32.13
1784,31.4,35.31
1785,39.68,31.11
1786,24.84,20.99
1787,10.72,31.26
1788,15.22,0.51
1789,24.66,16.41
1792,26.0,29.24
1793,12.97,10.64
1794,26.0,31.34
1795,26.0,37.56
1796,32.93,10.02
1799,27.86,33.08
1800,13.5,36.7
1804,28.25,25.69
1805,27.29,31.55
1806,1.61,1.88
1807,3.85,9.71
1808,12.39,2.76
1809,31.9,37.25
1810,24.21,34.02
1811,17.2,26.18
1812,2.02,33.83
1813,16.8,14.2
1814,34.5,8.01
1815,28.59,36.65
1816,20.51,24.71
1817,26.0,25.35
1818,41.65,15.59
1821,12.84,5.97
1822,23.87,28.34
1823,4.69,24.94
1824,1.51,27.04
1827,16.51,2.05
1828,9.35,33.68
1829,25.56,27.8
1830,0.04,25.35
1831,23.13,37.2
1832,9.53,26.87
1833,11.68,15.31
1834,23.43,30.97
1835,42.58,32.27
1836,35.74,3.37
1837,31.76,36.18
1838,38.81,25.27
1839,6.86,11.98
1840,26.0,33.85
1841,22.13,22.19
1844,25.08,23.72
1845,10.1,27.27
1846,17.92,18.33
1847,19.05,21.02
1848,5.48,17.53
1849,24.67,21.99
1850,7.11,15.11
1851,42.77,4.32
1852,26.0,37.23
1853,24.27,35.94
1856,33.63,32.48
1857,26.31,0.87
1858,27.52,25.42
1859,10.72,18.31
1860,42.46,17.59
1861,24.51,23.8
1862,23.72,23.43
1863,10.39,6.58
1864,5.41,2.93
1865,44.38,32.06
1866,34.09,11.81
1867,45.36,9.43
1868,33.11,25.64
1869,47.66,10.93
1870,4.55,13.49
1871,18.75,37.73
1872,20.97,15.46
1873,28.96,25.85
1874,6.9,11.07
1875,26.0,38.01
1876,43.83,33.41
1879,20.16,25.09
1880,21.48,37.73
1881,14.28,18.58
1882,19.9,25.56
1885,18.52,31.31
1886,33.89,4.53
1887,22.47,22.77
1888,13.52,13.96
1889,44.68,18.5
1890,4.22,26.07
1891,38.95,30.17
1895,17.79,33.33
1896,18.8,23.51
1897,26.0,28.83
1898,24.14,23.52
1899,39.82,21.96
1900,20.85,35.32
1901,20.95,33.8
1902,25.22,24.66
1903,21.13,17.49
1904,25.56,24.4
1905,1.53,25.87
1906,44.2,11.86
1907,42.15,10.55
1908,14.95,5.55
1909,32.49,30.72
1910,33.06,2.9
1911,26.0,24.65
1915,20.79,28.44
1916,4.94,5.13
1917,40.68,10.47
1918,12.88,35.44
1919,18.34,17.17
1920,26.0,26.94
1921,34.19,14.29
1922,4.4,35.84
1923,9.48,32.16
1924,17.67,17.6
1925,3.01,27.59
1926,12.84,8.23
1927,8.39,7.8
1930,12.95,22.98
1931,20.23,17.68
1935,3.06,14.55
1936,41.77,25.44
1937,32.64,36.03
1938,2.06,10.21
1939,36.51,31.78
1942,31.28,35.43
1943,26.0,25.55
1944,18.09,23.39
1947,25.47,19.45
1948,17.56,24.3
1949,22.13,25.27
1952,4.03,35.61
1953,23.02,28.35
1954,45.14,28.68
1955,14.95,4.04
1956,39.33,7.83
1957,23.07,25.52
1958,8.12,32.45
1959,11.88,17.52
1960,40.83,38.03
1961,32.47,30.91
1962,22.62,31.74
1963,12.52,22.68
1964,23.32,23.92
1965,42.1,31.97
1966,34.45,22.78
1967,18.36,23.18
1968,6.77,9.35
1969,11.87,33.87
1970,18.56,23.84
1974,40.03,21.14
1975,4.13,36.97
1976,38.93,22.81
1977,21.71,23.47
1978,40.04,6.88
1979,17.49,22.57
1980,43.87,12.59
1981,24.03,29.88
1982,40.37,26.3
1985,35.2,27.82
1986,40.92,6.75
1987,33.65,37.8
1988,37.39,1.9
1989,22.8,26.49
1990,18.98,30.43
1991,32.42,28.7
1992,13.87,36.81
1993,5.1,26.42
1994,28.97,36.67
1995,8.47,28.93
1996,37.04,23.8
1997,5.71,10.22
1998,7.87,30.89
1999,16.4,38.42
2000,2.83,31.29
2001,17.88,24.74
2002,13.76,23.26
2003,5.58,6.01
2004,44.36,24.85
2008,26.0,23.74
2009,40.22,22.6
2010,17.81,36.77
2011,26.0,28.81
2012,10.2,5.93
2013,26.0,29.06
2014,7.95,28.43
2015,7.1,37.69
2016,17.91,23.23
2017,3.0,12.36
2018,33.89,21.42
2019,4.22,6.73
2020,12.86,25.6
2021,26.0,23.78
2022,20.62,16.44
2023,41.26,32.37
2026,26.0,29.05
2027,17.06,23.15
2028,17.33,31.45
2029,8.29,0.57
2030,9.13,16.44
2031,26.0,22.69
2032,28.66,24.54
2033,42.11,13.72
2034,0.11,10.62
2035,35.82,24.96
2036,45.35,3.05
2037,43.51,5.65
2041,23.52,24.12
2042,21.28,33.99
2043,11.93,6.57
2044,22.41,24.91
2045,23.88,19.9
2046,40.81,7.67
2049,8.56,14.58
2050,22.32,23.51
2051,19.26,26.12
2052,23.69,24.68
2053,47.31,32.13
2054,18.5,30.85
2055,23.74,36.82
2056,43.15,13.64
2057,10.56,28.73
2058,22.79,34.9
2059,35.18,33.51
2060,36.93,35.73
2061,7.68,13.35
2062,7.28,10.9
2063,4.68,38.6
2064,8.13,8.03
2065,36.05,11.31
2066,33.05,23.51
2070,17.82,24.92
2071,19.62,24.26
2072,28.19,2.28
2073,33.98,8.62
2074,20.48,37.64
